p_val avg_logFC pct.1 pct.2 p_val_adj
SMED30013692 1.18266817607787e-53 0.198859048009001 0.796 0.764 2.59217210832747e-49
SMED30025115 1.29620890967749e-53 0.0538601073019004 0.031 0.004 2.84103068823113e-49
SMED30003919 2.11202244540565e-53 0.0640853909590538 0.028 0.002 4.6291307958401e-49
SMED30003530 3.95541002114876e-53 0.0863741917551403 0.048 0.013 8.66946768435386e-49
SMED30030996 8.4218390805412e-53 -0.697659636511773 0.021 0.062 1.84589868967302e-48
SMED30020082 1.46687857611974e-52 0.231790101503924 0.298 0.215 3.21510446313924e-48
SMED30020813 1.67258512546842e-52 -0.126161620848212 0.14 0.218 3.66597207800169e-48
SMED30005231 1.73308490774041e-52 -0.147852560746156 0.887 0.92 3.79857550078544e-48
SMED30002133 5.82001767483766e-52 0.161792440967256 0.92 0.907 1.27563147397092e-47
SMED30009348 6.4724852380576e-52 0.215589283959541 0.212 0.136 1.41863931447746e-47
SMED30028242 9.71685325474368e-52 0.212411679243454 0.302 0.217 2.12973989637472e-47
SMED30014794 3.06769254560234e-51 -0.139947323651755 0.196 0.281 6.7237685214512e-47
SMED30026225 3.95709224856912e-51 -0.116503581448614 0.965 0.98 8.6731547904138e-47
SMED30021105 6.12936649279498e-51 -0.251072595097832 0.868 0.904 1.3434345478908e-46
SMED30013075 2.49418285057129e-50 -0.168288458713612 0.436 0.519 5.46674997188215e-46
SMED30002783 4.89360449486801e-50 0.214744688617188 0.213 0.14 1.07258023318517e-45
SMED30000702 5.29488735737539e-50 0.161307626674042 0.822 0.812 1.16053341098954e-45
SMED30015411 1.13052831456082e-49 -0.0987622702827762 0.071 0.132 2.4778919598544e-45
SMED30023751 3.5707097726754e-49 -0.30171910780385 0.238 0.317 7.82628167974994e-45
SMED30019834 3.69665071454912e-49 -0.154810130047196 0.784 0.827 8.10231903614877e-45
SMED30020899 4.83597473799455e-49 0.201940248211536 0.349 0.262 1.05994894307365e-44
SMED30022273 5.24024953360229e-49 -0.160682894812327 0.305 0.39 1.14855789277495e-44
SMED30020539 1.02185093399968e-48 0.139404201685587 0.077 0.032 2.2396928771405e-44
SMED30014484 1.41649971768924e-48 0.0380720253375409 0.02 0 3.10468408123127e-44
SMED30015227 1.43211044884971e-48 -0.128896087595316 0.151 0.226 3.1388996817888e-44
SMED30005644 1.82805431843922e-48 -0.116817812488392 0.085 0.037 4.00672945515508e-44
SMED30005979 2.99391869314595e-48 0.148425631977015 0.12 0.063 6.56207099163729e-44
SMED30032349 7.04161406866279e-48 -0.115483982430825 0.083 0.147 1.54338097156951e-43
SMED30021622 1.03430932156712e-47 0.145679489655519 0.778 0.763 2.26699917101082e-43
SMED30014939 1.14590531189013e-47 0.101041601931441 0.116 0.06 2.51159526260079e-43
SMED30034381 1.29170059146219e-47 -0.219226733674447 0.512 0.587 2.83114935636684e-43
SMED30002257 2.28735760712568e-47 0.172909122791595 0.377 0.29 5.01343040329805e-43
SMED30011720 2.731071176735e-47 -0.0942823623168564 0.084 0.147 5.98596180516778e-43
SMED30002848 5.3212550595484e-47 0.0382580359866988 0.019 0 1.16631268395182e-42
SMED30025886 6.75702893354613e-47 -0.124120801088459 0.803 0.855 1.48100560165464e-42
SMED30023243 1.74810936698287e-46 -0.109676954819392 0.485 0.575 3.83150611055306e-42
SMED30028723 1.84500711531077e-46 0.0563529361144256 0.024 0.002 4.04388659533814e-42
SMED30011419 2.69873420265794e-46 -0.497491568590978 0.175 0.26 5.91508562538567e-42
SMED30022128 2.97875618257266e-46 -0.142333990978133 0.669 0.731 6.52883780096275e-42
SMED30009695 3.03999908758844e-46 0.164916402800174 0.269 0.191 6.66307000017635e-42
SMED30002634 4.63527560583479e-46 0.169928142196786 0.16 0.096 1.01595970728687e-41
SMED30027378 6.31733688273777e-46 -0.150652704224817 0.876 0.898 1.38463389795847e-41
SMED30008675 7.084860593594e-46 0.168136134966927 0.24 0.164 1.55285974490393e-41
SMED30015755 1.03424786831967e-45 0.164809995790156 0.211 0.14 2.26686447778305e-41
SMED30023808 1.89223740946338e-45 0.107807934921597 0.164 0.099 4.14740595406183e-41
SMED30012684 2.15516076162213e-45 0.600293087032749 0.025 0.002 4.72368135732338e-41
SMED30001234 3.52057155301225e-45 0.137234907707786 0.246 0.17 7.71638872989226e-41
SMED30004354 3.78054212642252e-45 0.15681701939644 0.201 0.131 8.28619223269288e-41
SMED30025935 5.61867110268392e-45 0.0264233543892008 0.018 0 1.23150033228626e-40
SMED30029071 7.05002747262387e-45 -0.111719276752404 0.137 0.21 1.5452250214497e-40
SMED30011730 1.09617330401649e-44 0.0917913735879307 0.034 0.007 2.40259264774335e-40
SMED30001819 1.31135196268125e-44 0.0677392830910707 0.042 0.012 2.87422123180476e-40
SMED30008601 2.45286426570334e-44 0.129046281364373 0.094 0.046 5.37618789756858e-40
SMED30004128 5.23128911778981e-44 0.0688021343269814 0.044 0.013 1.14659394883717e-39
SMED30035746 5.53691867996616e-44 -0.13055539745765 0.188 0.264 1.21358183627498e-39
SMED30007486 1.34256802850354e-43 -0.0934954475181585 0.098 0.162 2.94264060487406e-39
SMED30001096 1.45264080733492e-43 -0.208602845128694 0.608 0.667 3.18389812151668e-39
SMED30022530 1.8257756830218e-43 -0.136033209362797 0.33 0.41 4.00173514204717e-39
SMED30012192 3.31616437006095e-43 0.176266876757445 0.268 0.188 7.26836906629958e-39
SMED30034151 3.56488806323741e-43 -0.097350397664274 0.061 0.115 7.81352165700375e-39
SMED30024189 3.57526175239492e-43 -0.140436013445786 0.783 0.825 7.83625870889918e-39
SMED30029179 9.91607663892464e-43 0.232149556401676 0.549 0.484 2.1734056777195e-38
SMED30024756 1.17593955683762e-42 0.187110913425063 0.59 0.511 2.5774243206767e-38
SMED30032456 1.18763500665138e-42 -0.227223631071937 0.257 0.333 2.6030584075785e-38
SMED30005470 1.41901233357624e-42 -0.177528738163488 0.517 0.595 3.11019123273241e-38
SMED30029507 1.47719514081541e-42 -0.156542054815202 0.701 0.741 3.23771630963921e-38
SMED30011202 2.20500530993353e-42 0.115700137123569 0.201 0.131 4.83293063831231e-38
SMED30017411 3.64410992561569e-42 0.0375401622678587 0.024 0.003 7.98716013496448e-38
SMED30007950 5.02655435951762e-42 0.135360916964042 0.241 0.166 1.10172018451907e-37
SMED30030278 7.62886491598402e-42 0.194082197006755 0.377 0.297 1.67209461228538e-37
SMED30023399 7.78155443984394e-42 0.172130609695273 0.164 0.103 1.70556110212499e-37
SMED30026093 1.4313375544254e-41 -0.139103224613836 0.775 0.815 3.1372056517896e-37
SMED30023331 1.98901678409821e-41 0.178008506038392 0.839 0.821 4.35952698738645e-37
SMED30007302 2.17439856166712e-41 0.215518305188437 0.355 0.28 4.765846767462e-37
SMED30033277 2.2196502309677e-41 0.0537708492996828 0.043 0.013 4.86502937623501e-37
SMED30030461 2.26377085685389e-41 0.384908281998472 0.031 0.006 4.96173296405236e-37
SMED30023108 2.80784545861557e-41 -0.0762672656892141 0.035 0.078 6.15423567619361e-37
SMED30009283 3.23310818637959e-41 -0.145987987741504 0.808 0.847 7.08632652290679e-37
SMED30001801 3.59139521098783e-41 -0.159777932966148 0.466 0.538 7.87162002344312e-37
SMED30009588 4.18432093211104e-41 0.0388699563903465 0.025 0.003 9.17119461900098e-37
SMED30003586 4.56772571905371e-41 -0.177857755883858 0.286 0.357 1.00115412310219e-36
SMED30007772 1.42375663443796e-40 -0.10135817185728 0.131 0.2 3.12058979136111e-36
SMED30017367 2.05275119935253e-40 -0.132525414362113 0.186 0.261 4.49922007874087e-36
SMED30022274 2.24921867982101e-40 0.0938368323587813 0.049 0.017 4.9298375024317e-36
SMED30013168 2.73868945173395e-40 -0.0635998437013993 0.017 0.05 6.00265954031046e-36
SMED30030034 7.39489959469433e-40 -0.166570979286892 0.144 0.208 1.6208140931651e-35
SMED30033811 7.93815449862864e-40 0.100768268775267 0.057 0.022 1.73988470300942e-35
SMED30003392 8.22546560235341e-40 0.0511100309971209 0.031 0.006 1.80285755072382e-35
SMED30032966 1.05860124805601e-39 0.0749031496078249 0.101 0.053 2.32024221548917e-35
SMED30009252 1.53077717906307e-39 -0.150212280853991 0.416 0.495 3.35515742107043e-35
SMED30010820 1.54424331767634e-39 0.086358274278732 0.076 0.035 3.38467250368301e-35
SMED30004566 5.03663936067903e-39 -0.0845258314833989 0.036 0.076 1.10393061507363e-34
SMED30002734 6.69630473542688e-39 0.0595807978563136 0.048 0.017 1.46769607191086e-34
SMED30032549 8.91854040297375e-39 -0.131253179643499 0.391 0.474 1.95476568552379e-34
SMED30010171 9.33356551537834e-39 0.184306531801229 0.659 0.628 2.04573088966062e-34
SMED30001359 1.02812306552496e-38 -0.184787100656783 0.631 0.695 2.25344013501762e-34
SMED30011873 1.14687050733065e-38 -0.0964963588751019 0.131 0.194 2.51371077796733e-34
SMED30026658 1.37136209481839e-38 -0.168017708275127 0.493 0.555 3.00575143942296e-34
SMED30014853 1.50281539368279e-38 -0.122202051247471 0.289 0.369 3.29387077987395e-34
SMED30032797 1.84237954443852e-38 -0.128313367319091 0.721 0.771 4.03812748550034e-34
SMED30014114 1.93459823722151e-38 0.0981885938269104 0.102 0.054 4.2402524163421e-34
SMED30028672 1.94018051550324e-38 0.0770675055174991 0.054 0.02 4.25248765388e-34
SMED30013735 2.33873772130511e-38 -0.10939269747217 0.989 0.993 5.12604533755653e-34
SMED30009189 2.65200749607809e-38 -0.122751945667682 0.266 0.348 5.81267002990397e-34
SMED30008157 2.82024681639408e-38 -0.136384558755896 0.225 0.297 6.18141697217254e-34
SMED30027991 4.19678062607089e-38 -0.150610804312318 0.467 0.537 9.19850377622218e-34
SMED30011393 4.63508728908626e-38 -0.129253955841314 0.225 0.299 1.01591843202193e-33
SMED30030829 5.65570091086671e-38 -0.120103770211373 0.829 0.871 1.23961652564377e-33
SMED30010443 7.39784029362359e-38 -0.102405190874776 0.138 0.203 1.62145863555642e-33
SMED30016163 1.07334273411596e-37 -0.16115707938656 0.766 0.802 2.35255260463536e-33
SMED30011267 2.15068899460744e-37 -0.112865788463757 0.714 0.785 4.71388013838059e-33
SMED30017456 2.52401174202736e-37 -0.165921803840998 0.203 0.271 5.53212893617557e-33
SMED30032767 2.5394479537116e-37 0.117042669593516 0.101 0.055 5.56596202494508e-33
SMED30011050 3.04525205632584e-37 0.198971161108857 0.419 0.343 6.67458345705498e-33
SMED30026858 6.11491948668718e-37 -0.10005233115065 0.122 0.183 1.3402680530921e-32
SMED30013917 1.63523072411798e-36 0.15741124304205 0.285 0.216 3.5840987011218e-32
SMED30018542 1.67393738903846e-36 0.192778722054942 0.553 0.495 3.66893596929449e-32
SMED30001315 1.90955831514812e-36 0.050668353906734 0.015 0 4.18536991514164e-32
SMED30005377 2.14380725313795e-36 0.0582662280173148 0.034 0.009 4.69879673742776e-32
SMED30007938 2.28727789234863e-36 0.18695053036388 0.548 0.481 5.01325568444972e-32
SMED30019379 5.50743906728552e-36 0.0327908313791471 0.026 0.005 1.20712049476764e-31
SMED30027385 5.5199066164801e-36 0.0756230988610422 0.999 1 1.20985313220011e-31
SMED30026063 5.72715131542665e-36 0.0948031890036948 0.066 0.03 1.25527702531521e-31
SMED30031123 6.41303869093162e-36 -0.108211582809818 0.141 0.205 1.40560982027839e-31
SMED30022312 8.14875386906769e-36 0.0484728365920679 0.043 0.015 1.78604387302226e-31
SMED30010044 8.25000378983284e-36 0.126435239966093 0.126 0.075 1.80823583065556e-31
SMED30000981 1.01978782951964e-35 0.202351156694323 0.672 0.617 2.23517096474114e-31
SMED30003394 1.33545895984479e-35 0.0448988217564155 0.035 0.01 2.92705894818782e-31
SMED30010552 1.37034348313862e-35 0.0509815035446633 0.038 0.011 3.00351884634323e-31
SMED30000297 3.96949433226521e-35 0.101269276645748 0.104 0.058 8.70033767745888e-31
SMED30018401 4.37151145084526e-35 0.0910106045622146 0.037 0.011 9.58147879796264e-31
SMED30028366 4.46634281972137e-35 0.107153390690085 0.165 0.108 9.78933019226531e-31
SMED30001259 5.81249654581094e-35 -0.12077160022924 0.033 0.069 1.27398299291084e-30
SMED30015942 5.88732547680265e-35 0.148910924802433 0.763 0.759 1.2903839980056e-30
SMED30018622 6.30845625117602e-35 -0.143522229400265 0.387 0.458 1.38268744113276e-30
SMED30000771 7.29927100224612e-35 -0.189129385021815 0.625 0.682 1.5998542182723e-30
SMED30003452 8.24388452530159e-35 -0.0827231139112416 0.066 0.114 1.8068946102556e-30
SMED30027637 2.77195934342771e-34 -0.0970716323197431 0.16 0.223 6.07558048892485e-30
SMED30007869 3.79846785058356e-34 0.136540435332761 0.119 0.071 8.32548183490906e-30
SMED30020726 3.87469824591193e-34 -0.378779600304004 0.015 0.042 8.49256361538976e-30
SMED30002455 5.99469085049565e-34 -0.134363198535041 0.769 0.803 1.31391634061164e-29
SMED30028872 6.02606101714259e-34 0.150289089328203 0.223 0.161 1.32079205373731e-29
SMED30035360 6.91937651846433e-34 -0.121515371499819 0.879 0.907 1.51658894531701e-29
SMED30027280 7.07860865668735e-34 -0.154695464771593 0.788 0.825 1.55148944537273e-29
SMED30024072 8.5276822380937e-34 0.189769304960884 0.278 0.21 1.86909739294538e-29
SMED30023862 9.88114692255123e-34 -0.0958575469879609 0.36 0.437 2.16574978248478e-29
SMED30001824 1.12473509415272e-33 -0.135018650203773 0.241 0.316 2.46519437936394e-29
SMED30003333 1.68857789834552e-33 0.120563240106144 0.216 0.153 3.70102503759372e-29
SMED30008349 1.79755837478102e-33 0.097730179995718 0.083 0.043 3.93988844584504e-29
SMED30003262 1.91160174871329e-33 0.167008320287008 0.313 0.246 4.18984871282979e-29
SMED30019298 2.05694510009079e-33 -0.134774746055141 0.618 0.676 4.508412270379e-29
SMED30032696 2.20368618883421e-33 -0.115212922601528 0.694 0.746 4.83003938868682e-29
SMED30022935 2.25864264123034e-33 -0.139885471551474 0.434 0.498 4.95049294104867e-29
SMED30019038 2.62881181804138e-33 0.180296005320058 0.687 0.649 5.76182974278309e-29
SMED30017175 2.67089660242628e-33 0.14587406171475 0.32 0.247 5.85407117319792e-29
SMED30027627 3.468539054933e-33 0.0543739207361483 0.046 0.018 7.60234390060216e-29
SMED30004937 4.98873827517503e-33 -0.0966516150839904 0.955 0.969 1.09343165515286e-28
SMED30008177 5.09330841596619e-33 -0.0783694961904708 0.108 0.164 1.11635133861147e-28
SMED30019273 7.95357676453699e-33 -0.13381611951867 0.757 0.794 1.74326495525122e-28
SMED30009184 1.01567224692819e-32 -0.0677025913756048 0.032 0.067 2.2261504308172e-28
SMED30019696 1.03722604229224e-32 0.065403125388303 0.067 0.031 2.27339203949613e-28
SMED30016196 1.09289175924478e-32 -0.0894475217979038 0.93 0.952 2.39540015791271e-28
SMED30025194 1.23070679567362e-32 -0.082055154382051 0.092 0.145 2.69746315475745e-28
