Sample	0h	6h	12h	1d	2d	3d	5d	7d	9d	11d
SMED30000252	0.231084	0.199317	0.0909567	0.0193518	0.107852	0.0775215	0.142668	0.37475	0.09071	0.061089
SMED30000253	27.5659	28.8649	30.4709	32.6436	31.8625	29.9946	31.609	30.1118	33.1015	29.8043
SMED30000254	0.0202738	0.0652594	0.0236533	0	0	0	0.00944573	0	0.0100058	0
SMED30000255	1.06318	1.13763	0.513109	0.397199	0.632527	1.49239	0.603438	0.579996	0.835829	0.919988
SMED30000256	23.1655	22.9216	13.4845	12.1001	12.3827	29.0208	14.7305	15.9788	9.97757	17.0766
SMED30000257	4.9545	5.57249	5.51498	5.41947	5.05097	4.7502	4.79477	4.3946	4.73859	4.28188
SMED30000258	23.7005	23.3853	17.2744	12.4284	12.1747	12.5307	12.1949	12.8183	13.7214	13.6199
SMED30000259	0.594352	0.610936	0.343089	0	0.106869	0.925552	0.240623	0.431998	0.135835	0.713897
SMED30000260	0.0341851	0.0700572	0.00850887	0.00808153	0.036774	0.0736958	0.0284741	0.00701073	0.0063652	0.0196396
SMED30000261	10.3518	12.1653	13.7817	13.8267	14.3499	12.3017	14.1902	13.9219	14.6365	12.2171
SMED30000262	7.99867	7.99324	7.67609	7.33878	9.23952	7.83721	8.54653	8.75577	8.2153	8.42101
SMED30000263	1.97733	1.75244	1.16076	1.23816	1.45878	2.44432	1.7953	2.05342	1.76663	2.72579
SMED30000264	0	0	0	0.00724177	0	0	0	0	0.00502273	0
SMED30000265	0.818825	1.49726	0.658894	0.622544	1.03439	1.14112	1.14192	1.03888	0.879387	1.0891
SMED30000266	0.844344	0.601565	0.595016	0.663872	0.316143	0.820987	0.668019	0.676385	0.428099	0.639205
SMED30000267	6.36704	6.46436	7.51751	9.32958	9.16045	8.1371	9.04834	9.36899	9.04959	8.52174
SMED30000268	0.414683	0.362871	0.127658	0.538511	0.445394	0.68341	0.146626	0.328465	0.264877	0.52443
SMED30000269	8.1846	6.44808	7.33145	2.99325	0.655438	0.587574	0.430869	0.36826	0.453836	0.464682
SMED30000270	309.144	337.137	422.846	457.524	471.265	408.405	427.39	392.748	399.262	352.228
SMED30000271	0.223846	0.27615	0.133419	0.130269	0.215671	0.225647	0.152069	0.199144	0.114209	0.215929
SMED30000272	0.540589	0.496729	0.364175	0.366761	0.315844	0.437457	0.505326	0.389019	0.597597	0.417401
SMED30000273	2.60856	2.82352	2.09975	2.366	3.24508	5.12085	3.1844	2.94031	2.33855	3.24155
SMED30000274	18.6765	16.0099	16.9063	17.3474	18.0831	18.6193	17.6773	17.587	17.7396	18.0058
SMED30000275	2.57778	3.03974	2.2279	2.4335	2.9301	3.15338	2.51219	2.72572	2.18782	2.38043
SMED30000276	0.0330403	0.0398243	0.0196665	0.0656349	0.0454265	0.0492847	0.118678	0.193759	0.0300927	0.190022
SMED30000277	0.143272	0.239246	0.233076	0.324846	0.57714	0.54335	0.402996	0.273739	0.419004	0.250749
SMED30000278	0.189735	0.110928	0.125513	0.150238	0.214989	0.375101	0.192307	0.383881	0.14668	0.386609
SMED30000279	3.40923	2.91426	2.34401	0.668366	0.0255094	0.0191804	0.00342703	0.00259229	0.00294887	0.0120917
SMED30000280	0	0	0	0	0	0	0.074452	0	0	0
SMED30000281	4.31893	4.27037	2.31267	2.08154	2.50132	4.79421	2.78625	3.63462	2.68645	3.77309
SMED30000282	21.4503	18.2164	23.7312	25.0436	23.1142	19.3563	29.964	32.2222	41.4527	34.2912
SMED30000283	0.048591	0.09803	0.0578833	0.19085	0.033355	0.13394	0.129134	0.107924	0.0737629	0.121848
SMED30000284	137.51	132.156	156.767	149.161	146.512	129.69	138.06	129.395	133.354	123.741
SMED30000285	0.0974454	0.181558	0.111524	0.151969	0.0809077	0.152572	0.0445031	0.100166	0.180394	0.24237
SMED30000286	1.48518	1.75741	0.874627	0.400362	0.793122	1.03505	0.89029	1.16627	0.745485	1.15337
SMED30000287	0.241342	0.100629	0.152827	0.0954719	0.15141	0.2613	0.0707965	0.437763	0.13489	0.27057
SMED30000288	0.498609	0.731153	0.3363	0.324733	0.322277	0.704893	0.441655	0.747006	0.415926	0.702538
SMED30000289	6.27628	5.85584	5.67092	4.68163	4.90084	5.68429	5.7227	5.58254	6.93286	6.84497
SMED30000290	0.861785	0.779235	0.530198	0.269053	0.29873	0.670345	0.278697	0.576575	0.463731	0.710818
SMED30000291	20.9893	22.5376	13.4965	13.1717	16.5361	26.4802	16.8842	19.8791	15.0625	21.4215
SMED30000292	7.88999	7.62584	4.79398	4.64502	5.12515	8.29222	7.14325	7.64347	6.83226	7.69803
SMED30000293	16.6199	18.3116	16.838	17.7311	20.6987	17.827	20.1807	19.3098	19.3323	19.3204
SMED30000294	8.16436	9.04212	8.41757	9.42855	9.84451	9.57496	8.9592	7.98736	7.78379	7.80817
SMED30000295	1.40927	0.892628	0.237391	0.0314178	0.00403227	0.30375	0.0247138	0.286678	0.0565715	0.795053
SMED30000296	17.7103	17.3362	19.4069	20.497	22.0186	21.3079	23.6569	19.0314	20.5174	17.399
SMED30000297	1.25456	1.17948	0.733631	0.480033	0.627447	1.32025	0.674657	1.31579	0.735846	1.39197
SMED30000298	0.839135	0.49306	0.51462	0.505066	1.24549	0.940799	0.840157	0.999782	0.859817	1.04115
SMED30000299	305.203	307.863	398.89	400.62	365.962	300.268	352.125	358.38	357.33	337.255
SMED30000300	0	0	0	0	0	0	0	0	0	0.0281825
SMED30000301	0	0	0	0	0	0	0.0034395	0.00316137	0	0
SMED30000302	0.07672	0.0923454	0.0724632	0.154455	0.0338427	0.128881	0.0492927	0.0239707	0.0605454	0.0913502
SMED30000303	5.88001	6.37967	6.7495	7.43798	9.28482	9.03646	9.55879	9.84443	9.16931	8.40739
SMED30000304	0.0753802	0.0645457	0.0782586	0.0196534	0.03952	0.0405177	0.0148048	0.0419127	0.048149	0.146444
SMED30000305	82.1031	85.4044	93.5355	106.25	89.6142	92.9357	88.3235	76.4542	92.4854	80.6358
SMED30000306	0.20628	0.278255	0.241281	0.284939	0.183574	0.335062	0.202726	0.0751333	0.19999	0.200533
SMED30000307	0	0	0	0	0	0	0	0	0	0.0114115
SMED30000308	3.84572	3.4925	1.79441	2.46716	3.53654	3.97138	3.4038	3.13262	2.57857	3.16002
SMED30000309	8.18936	7.62733	7.40495	11.7804	13.9351	17.5254	27.5108	29.2429	14.5638	24.4142
SMED30000310	9.00351	9.11945	8.05142	8.08255	11.6211	10.4903	9.02315	9.27493	8.56693	9.46627
SMED30000311	16.6177	17.5408	17.7611	19.4851	21.6786	19.3256	22.5716	21.878	22.8592	20.5905
SMED30000312	2.51995	2.37172	1.38464	1.3608	1.80829	2.39353	1.72973	2.11451	1.76826	2.51583
SMED30000313	0.900732	1.01036	0.749143	0.597061	1.39693	0.939638	1.17512	0.958837	1.01971	0.802807
SMED30000314	137.007	147.089	174.411	186.331	172.145	156.805	162.849	138.072	156.926	132.635
SMED30000315	1.45506	0.966293	0.703594	0.204754	0.0514119	0.105092	0.0773155	0.0483458	0.0648665	0.0498915
SMED30000316	121.071	117.44	94.838	61.4611	71.2048	76.817	75.9696	63.8149	48.7936	61.8617
SMED30000317	0.0701992	0.046485	0.112209	0.0584672	0.0857727	0.109518	0.254491	0.188261	0.172694	0.0636893
SMED30000318	2.16666	1.53893	1.54635	2.8194	1.82389	1.82637	1.97288	2.23429	1.57835	1.60384
SMED30000319	22.5732	26.1557	31.2701	35.1517	30.2458	31.8455	30.0662	29.7007	27.8615	27.7958
SMED30000320	0.0241516	0.0775729	0.0757176	0	0.0477337	0.0260876	0.037012	0.0213116	0.119805	0.0809923
SMED30000321	0.0592139	0.136541	0	0	0.117222	0.174668	0.0142068	0.037962	0.0151901	0.058543
SMED30000322	0.822037	0.917308	0.781732	0.813095	1.06145	0.983933	1.04405	1.04513	1.03844	1.04449
SMED30000323	0.613222	0.568791	0.434667	0.45526	0.538421	0.549537	0.461563	0.42369	0.479153	0.588773
SMED30000324	2.89919	3.01251	1.81024	2.08027	2.71446	3.565	3.09448	2.84882	3.07044	3.23055
SMED30000325	2.77931	2.30345	2.05131	0.931735	0.418756	0.280928	0.319485	0.275744	0.241243	0.182917
SMED30000326	0.0863632	0.0507669	0.00635137	0.025326	0.0179908	0.0809919	0.0139227	0.0303422	0.025069	0.0248859
SMED30000327	0.619073	0.65315	0.434219	0.346762	0.39181	0.957384	0.301471	0.613387	0.340467	0.522001
SMED30000328	1.67184	0.809527	0.978735	1.243	0.781301	1.1794	1.1763	1.01911	1.09129	1.2981
SMED30000329	0	0	0	0	0.0458417	0	0	0	0	0
SMED30000330	3.18636	3.34498	2.37771	1.49277	1.60415	1.91552	1.52289	1.29529	1.59372	1.50842
SMED30000331	0.205771	0.311491	0.0598189	0.0801461	0.16767	0.247701	0.122857	0.239369	0.0823803	0.152311
SMED30000332	19.4037	16.6265	16.8071	4.62186	0.532604	0.302166	0.108752	0.0837506	0.0589305	0.0281377
SMED30000333	0.700068	0.975383	0.956607	1.02756	0.82955	0.803849	0.733815	0.620884	0.575915	0.838787
SMED30000334	0.481721	0.575713	0.289146	0.180277	0.274897	0.891107	0.143185	0.419379	0.139436	0.521225
SMED30000335	0.225482	0.205068	0.0482774	0	0	0.147432	0.0288099	0.0247086	0.0489165	0.0679853
SMED30000336	0.644915	0.572676	0.455899	0.434149	0.417027	0.65653	0.47865	0.659411	0.613798	0.859894
SMED30000337	109.228	143.549	160.187	174.86	158.734	144.44	138.596	125.128	111.736	124.396
SMED30000338	1.28364	1.53102	0.954433	1.24575	2.07456	2.527	2.70684	2.62309	2.86546	2.6763
SMED30000339	0.530271	0.65912	0.360356	0.325937	0.474991	0.55891	0.468226	0.4856	0.372098	0.564422
SMED30000340	1.35883	1.67272	0.950613	1.01712	1.38843	1.78056	1.39403	1.45409	1.37808	1.7414
SMED30000341	0.222656	0.126898	0.125759	0.149118	0.191032	0.109967	0.243624	0.260001	0.407656	0.315813
SMED30000342	2.15003	1.74042	1.27875	1.61268	1.36621	2.43043	1.10762	1.45839	1.23555	1.3381
SMED30000343	9.03826	8.63927	6.96934	5.56324	5.83305	8.97177	7.01799	5.90964	6.2702	8.00078
SMED30000344	0.0623132	0.0715404	0.0534792	0.0136934	0.0128407	0.0833543	0.00995643	0.0769912	0.054148	0.0225982
SMED30000345	7.12473	6.03609	4.29027	4.8982	6.27679	7.0575	9.35783	10.162	10.7327	11.297
SMED30000346	28.3414	32.74	26.2435	25.1862	34.5192	28.2075	25.0251	25.4302	24.4479	23.2467
SMED30000347	0.015909	0.0337627	0.0498758	0.019392	0.0314428	0.0656729	0.0399708	0.0140382	0.0134499	0.0390904
SMED30000348	0.0658396	0.0960484	0.108968	0.120765	0.0638456	0	0.0869753	0.0464817	0.036853	0.163346
SMED30000349	0.122643	0.115147	0.127612	0.135747	0.0432838	0.132431	0.0890851	0.166501	0.0695224	0.0862184
SMED30000350	33.1946	32.9857	26.7849	30.5232	27.8517	29.0362	28.1218	28.5152	31.0844	28.1386
SMED30000351	0.218012	0.147297	0.232339	0.402563	0.159723	0.164687	0.333999	0.256212	0.670873	0.437682
SMED30000352	0.993394	0.84929	1.1315	0.44589	0.0481612	0.0502474	0.0189386	0.0432274	0.0896707	0
SMED30000353	13.3976	14.2751	10.3948	10.6638	13.2357	16.3584	12.655	13.5183	12.5538	14.5641
SMED30000354	1.05742	0.926628	0.697033	0.910328	1.10112	0.978341	1.10369	1.35804	1.33456	1.64691
SMED30000355	0.29042	0.467127	0.217255	0.400608	0.229511	0.269535	0.358321	0.507585	0.577865	0.361472
SMED30000356	0	0	0	0	0	0	0	0	0.0160556	0
SMED30000357	0.552	0.734317	0.718528	0.760722	0.852022	1.01418	1.30371	0.870699	1.15352	0.824147
SMED30000358	5.71164	5.83661	3.52975	3.28237	4.83647	6.0183	5.24515	5.73344	4.98798	5.7179
SMED30000359	3.34104	3.78515	2.60192	2.37814	2.54545	3.43862	2.91336	3.87246	2.79454	3.06807
SMED30000360	5.10024	4.97545	4.93623	4.60247	4.94883	5.53439	7.30842	7.54552	8.13741	7.16638
SMED30000361	1.51706	1.14388	1.31899	1.68455	1.73984	2.38178	2.10826	1.49921	1.74237	1.51318
SMED30000362	16.4152	18.0472	19.5972	16.854	15.419	14.8429	18.0832	16.5683	18.4146	16.5459
SMED30000363	3.25579	2.79843	2.02013	1.62258	2.27317	3.20264	2.07353	2.39872	2.04666	3.05448
SMED30000364	4.03713	3.3422	1.69697	2.50357	4.7148	5.14372	4.85276	5.29166	4.87981	6.24544
SMED30000365	6.12633	6.54991	5.77872	6.32931	6.96597	6.88441	6.39857	6.14063	5.99874	6.22538
SMED30000366	0.0173659	0.124998	0.0603989	0.0805046	0.0190383	0.0195909	0.1371	0.21272	0.128142	0.219189
SMED30000367	1.63435	1.57214	1.47966	1.77795	2.0565	2.04058	2.94209	2.12135	2.83715	2.55839
SMED30000368	0.398806	0.455657	0.400561	0.359871	0.545185	0.632086	0.622332	0.674338	0.632899	0.466755
SMED30000369	0.612203	0.496524	0.24622	0.462679	0.468321	0.811893	0.41329	0.419151	0.769987	0.713409
SMED30000370	8.78245	7.23416	4.5412	4.86728	6.92034	8.96732	9.8931	10.8588	9.44198	9.29744
SMED30000371	3.15725	3.098	3.02734	2.5299	2.92202	3.02382	4.0211	4.21506	4.3216	3.45012
SMED30000372	0.406523	0.395239	0.482638	0.563389	0.56733	0.64661	0.595821	0.659541	0.862549	0.838247
SMED30000373	241.984	256.079	306.012	295.841	251.77	223.082	231.809	237.37	247.755	228.108
SMED30000374	0.0254628	0.0589187	0	0.0415067	0.0408973	0	0.0144403	0.0289771	0.0598556	0.074897
SMED30000375	1.81787	2.49874	1.5862	1.19444	2.5561	2.61373	1.49154	1.90862	1.77883	2.16507
SMED30000376	1.62188	1.65079	1.22548	1.05832	1.06847	1.56985	1.1999	1.79281	1.57542	2.01522
SMED30000377	13.4903	13.0556	11.8691	13.5276	17.3259	18.1883	22.9452	24.8528	26.74	25.5058
SMED30000378	220.626	211.554	263.089	246.267	230.047	233.197	310.314	276.71	266.592	231.195
SMED30000379	0.451257	0.714774	0.239339	0.285727	0.213227	0.537338	0.199687	0.347522	0.219543	0.407416
SMED30000380	0.0244768	0	0.00805197	0	0.00755283	0.0256532	0.0062517	0	0	0.00675537
SMED30000381	0.0074951	0	0	0	0	0	0.0329526	0	0.0180105	0
SMED30000382	0.644711	0.666375	0.871106	0.968632	0.996012	0.904005	1.24601	0.92325	0.974277	0.751526
SMED30000383	4.30466	5.0768	3.79796	3.92595	4.03823	5.19059	4.85283	3.9619	4.55079	4.36565
SMED30000384	0.0416617	0	0	0	0	0.0218126	0	0	0	0.0348032
SMED30000385	0.0659654	0.0673724	0.0196379	0.0294129	0.0227452	0.043035	0.0151004	0.0535789	0.0122139	0.0499662
SMED30000386	1.25101	1.2611	0.860117	0.842255	1.06333	1.25009	1.10592	1.2875	0.801807	1.16017
SMED30000387	2.31214	2.40078	2.92639	2.57308	2.28034	2.03379	2.62939	2.33077	2.57265	2.72365
SMED30000388	11.1506	12.1922	13.4636	13.1321	12.6219	11.6623	11.9179	8.84911	10.9274	10.1224
SMED30000389	1.99957	1.1969	2.29109	10.1985	9.58311	4.56768	10.997	9.12247	6.61698	3.30412
SMED30000390	0.0364661	0.0148912	0.0138494	0	0	0.0298531	0.044385	0.0247663	0	0.0604316
SMED30000391	0	0.0234489	0.0406077	0	0.0433673	0.0627633	0	0	0	0.0349247
SMED30000392	0.744198	0.503934	0.426367	0.235579	0.405966	0.614225	0.161982	0.454778	0.267292	0.606973
SMED30000393	24.7925	25.467	29.8219	32.2263	34.8573	32.2786	35.2655	35.2594	34.85	33.8777
SMED30000394	2.29037	2.24954	2.1719	2.23632	2.58082	2.29264	2.50096	2.12588	2.52406	2.19788
SMED30000395	0.266299	0.204785	0.0807837	0.192458	0.193036	0.370369	0.349146	0.269421	0.540816	0.372701
SMED30000396	17.9521	19.0659	16.3143	18.259	18.7345	22.9538	17.3716	17.01	16.0881	16.8642
SMED30000397	0.753516	0.636002	0.402478	0.350506	0.417427	0.811682	0.446464	0.609903	0.546947	0.588162
SMED30000398	0.0615789	0.0794388	0.0425312	0.0476875	0.0737047	0.0596497	0.0353154	0.0559323	0	0.0482852
SMED30000399	0.476765	0.58541	0.24481	0.205009	0.217063	0.361047	0.318063	0.319699	0.237838	0.400146
SMED30000400	0.107019	0.090069	0.0963331	0.12595	0.0832168	0.0731701	0.0465597	0.0341959	0.0791331	0.0814087
SMED30000401	0.402368	0.358583	0.150266	0.150988	0.133056	0.257869	0.112497	0.133213	0.0486494	0.138002
SMED30000402	15.6375	15.1144	16.4138	12.7609	12.403	11.8314	11.3154	10.682	11.4002	10.2363
SMED30000403	9.98534	9.45654	7.97189	8.70029	9.91939	9.72038	10.9099	11.1499	10.766	10.7072
SMED30000404	43.5108	42.1203	44.0518	49.0015	58.4075	56.8988	55.4743	47.5926	49.2494	43.8454
SMED30000405	11.1514	11.6113	14.1119	13.5531	11.416	11.0096	11.8844	10.9803	9.79743	10.281
SMED30000406	0.0541313	0.0318617	0.220428	0.0949283	0.415413	0.1946	0.0230074	0.407884	0.0973174	0.101138
SMED30000407	2.23087	1.77715	1.27528	0.688479	0.600242	0.784578	0.525932	0.63148	0.417632	0.711023
SMED30000408	0.0453428	0.0081367	0.0075143	0.00922277	0.0539052	0.0153881	0.04943	0	0.0188552	0.00606197
SMED30000409	16.9376	19.1012	13.213	14.4181	17.7744	21.7222	16.3752	15.3026	14.3884	16.8893
SMED30000410	0.101553	0.0352591	0.016045	0.0898439	0.0417959	0.0601453	0.049558	0.0815947	0.05963	0.086192
SMED30000411	42.4125	42.8055	37.0125	37.5127	43.7426	42.8532	42.2829	42.976	43.9406	44.5829
SMED30000412	0.793936	1.20548	2.19627	5.1218	7.7874	6.56749	3.58624	0.993685	0.669255	0.372691
SMED30000413	0.339067	0.241146	0.102423	0.167261	0.138701	0.346025	0.402446	0.426004	0.133791	0.471294
SMED30000414	0.272093	0.394633	0.140972	0.273493	0.317021	0.666388	0.274108	0.519999	0.183584	0.244113
SMED30000415	0.0196074	0.153649	0.0555143	0	0	0	0	0	0	0
SMED30000416	0.195678	0.221647	0.145333	0.155341	0.261296	0.324715	0.235329	0.485319	0.45971	0.342361
SMED30000417	0.107853	0.462195	0.167405	0.0967293	0.0784197	0.365494	0.0372597	0.107149	0.0525956	0.228296
SMED30000418	24.8062	24.574	14.9711	14.61	17.8136	23.0986	17.0223	18.377	15.688	19.2914
SMED30000419	0.720605	0.440664	0.599619	0.404456	0.0790185	0.310694	0.524638	0.313896	0.927226	0.984593
SMED30000420	0.703484	0.712179	0.934111	0.710584	1.51168	1.06019	1.08628	0.968238	0.788348	0.61129
SMED30000421	5.82132	5.0356	3.9434	3.37919	3.39457	4.4817	4.69879	5.46152	5.42004	6.09864
SMED30000422	3.15256	2.65857	1.78494	1.73033	1.87777	2.6192	2.52155	2.8334	2.95134	3.05998
SMED30000423	0.80078	1.12056	0.940308	0.673466	1.16114	1.0255	1.62073	1.43673	1.45844	1.50453
SMED30000424	18.3668	21.5509	20.3665	22.5972	22.0754	23.643	20.254	17.1314	17.9627	17.68
SMED30000425	0.894778	1.106	0.523684	0.520753	0.220457	0.956583	0.495368	0.487689	0.339464	0.538344
SMED30000426	0.0070946	0	0	0	0	0	0	0	0	0.00815357
SMED30000427	0.289965	0.345252	0.328231	0.62334	0.883825	0.806783	0.569314	0.3487	0.373674	0.194774
SMED30000428	321.321	318.46	421.777	362.334	326.197	319.076	352.507	316.586	258.679	261.167
SMED30000429	1.6862	1.96208	1.49709	2.33139	2.32317	2.23034	2.51977	2.46956	2.23336	2.4283
SMED30000430	77.799	76.1332	75.2608	58.1958	48.5465	46.2211	58.9488	67.0508	67.4303	58.6238
SMED30000431	10.6773	11.0601	8.74964	9.55651	11.458	12.7149	11.9386	12.8796	11.7124	12.4792
SMED30000432	0.0165913	0.0067752	0.0126024	0	0	0.0135826	0	0.0169023	0	0.0376316
SMED30000433	0.549398	0.753603	0.338657	0.341332	0.458449	0.557802	0.364498	0.528528	0.600627	0.64705
SMED30000434	0.624635	0.599375	0.222664	0.206186	0.269131	0.846651	0.27096	0.438544	0.374719	0.502825
SMED30000435	0.378261	0.121918	0.1171	0.253495	0.180165	0.0956111	0.235627	0.146936	0.243472	0.15601
SMED30000436	0.51492	0.772518	0.411975	0.535494	0.743674	0.814151	0.954645	0.702708	0.858599	0.904197
SMED30000437	0.556479	0.270602	0.25017	0.339631	0.381307	0.327578	0.470506	0.384651	0.396812	0.434822
SMED30000438	0.521045	0.407024	0.375222	0.417742	0.41782	0.405061	0.637841	0.974283	0.659033	0.46612
SMED30000439	0.710566	0.537468	0.422366	0.272455	0.248772	0.86538	0.231997	0.405036	0.194594	0.621365
SMED30000440	9.92879	10.1368	10.513	11.4537	12.2119	10.7501	13.4519	14.6514	16.0262	14.758
SMED30000441	0.0873566	0.0473315	0.065897	0.022195	0.0235821	0	0	0.0336712	0	0
SMED30000442	0.212132	0.115971	0.131324	0.187154	0.110613	0.155724	0.237324	0.35935	0.331711	0.606941
SMED30000443	7.66986	7.38555	7.94294	6.37368	5.56619	4.56651	6.07817	6.49329	7.425	6.84782
SMED30000444	2.70349	1.82036	1.80111	2.01012	3.04644	2.47009	2.55544	3.67219	3.28339	3.56869
SMED30000445	2.40155	3.58816	2.6077	2.83148	3.85726	4.18756	5.22924	4.90013	4.25194	4.78956
SMED30000446	6.50201	6.46018	5.25666	7.44411	9.17063	10.5108	10.7679	10.4289	9.99638	10.0286
SMED30000447	0.0736795	0.0647699	0.082528	0	0.0863695	0.0502505	0.0686431	0.0468284	0.0300969	0.0583534
SMED30000448	30.6008	25.2407	35.8407	39.4682	36.1736	31.3452	39.6724	35.9129	38.2084	31.9748
SMED30000449	10.7351	11.6757	9.65922	9.35771	10.9227	13.9551	11.8787	11.1325	11.3574	11.6336
SMED30000450	1.00898	0.965362	1.21812	1.01564	0.851308	1.31248	1.91078	1.45178	2.2858	1.89697
SMED30000451	0.111009	0.197716	0.0916104	0.0632857	0.0771906	0.235979	0.201982	0.159696	0.134301	0.158601
SMED30000452	4.83196	6.15229	4.62163	4.52641	5.16338	4.55684	5.67379	4.7662	5.14234	5.25619
SMED30000453	0.415117	0.405338	0.215255	0.0823277	0.0288388	0.0401392	0.0190893	0.0210786	0.0286383	0.0412376
SMED30000454	0.677777	0.419818	0.440883	0.331609	0.262049	0.789026	0.273511	0.576209	0.241723	0.407011
SMED30000455	0	0	0	0	0	0	0	0	0	0
SMED30000456	0.149917	0.11316	0.130078	0.0689764	0	0.0273192	0.0512534	0.0141486	0.0329829	0
SMED30000457	0.800874	0.875914	0.9466	0.61137	0.505722	0.518622	0.47446	0.600799	0.571415	0.512551
SMED30000458	10.1069	10.0562	4.90281	5.20203	5.28162	12.6957	5.69104	8.23766	4.25839	9.37958
SMED30000459	179.534	187.264	155.888	188.254	279.95	212.314	142.369	139.198	113.627	166.535
SMED30000460	0.16409	0.232705	0.117778	0.20787	0.151666	0.203757	0.230977	0.389771	0.0958437	0.0949499
SMED30000461	0.0335069	0	0.0321578	0	0	0.0230573	0.0433121	0	0.017847	0.00942513
SMED30000462	0.175885	0.0990622	0.127969	0.0875616	0.120322	0.117056	0.0972131	0.0935906	0.0919213	0.0989894
SMED30000463	148.288	149.534	182.472	198.399	177.705	150.05	171.542	165.564	172.153	153.566
SMED30000464	1.83396	1.20998	0.378513	0.222205	0.786317	1.99931	0.733848	1.01233	0.403651	1.25421
SMED30000465	0	0	0	0	0	0	0	0	0	0
SMED30000466	0.0120897	0	0.0132363	0.0141342	0	0	0.0124876	0.0145472	0.0327244	0.0116629
SMED30000467	19.6686	15.7083	15.7178	16.857	13.7173	21.044	32.26	30.1611	37.1912	31.5659
SMED30000468	0.313176	0.272734	0.160022	0.197113	0.374112	0.388899	0.333455	0.283114	0.285798	0.363982
SMED30000469	0.45237	0.547983	0.300259	0.333374	0.390146	0.439725	0.419689	0.575775	0.232698	0.472745
SMED30000470	6.88428	7.67166	9.22564	11.5224	8.84584	8.78022	7.82698	8.0713	7.69005	7.78899
SMED30000471	0.984661	1.23859	0.520096	0.536521	1.13876	1.01934	1.08365	0.94361	0.977163	0.961274
SMED30000472	2.29982	2.33265	1.32984	1.62418	1.82871	2.1518	1.81203	2.10367	1.60266	2.15806
SMED30000473	15.688	17.1387	15.4174	14.87	18.7506	16.9244	16.0008	17.4239	16.2439	17.1203
SMED30000474	14.0375	13.7939	13.6334	12.3721	13.7753	12.7865	11.7489	11.1064	11.2406	10.5528
SMED30000475	22.0736	22.1958	24.645	26.2046	28.992	27.8278	35.0469	33.0371	35.9349	33.9347
SMED30000476	0.0625882	0.112791	0.104738	0.113291	0.0432779	0.199391	0.129244	0.0394767	0.0858037	0.159798
SMED30000477	12.043	10.0632	13.3324	7.11718	3.30199	3.19122	3.51774	3.74644	4.74881	4.2944
SMED30000478	1.88776	1.8786	1.3049	1.5674	2.12118	2.10719	1.70133	1.7283	1.72043	2.20731
SMED30000479	12.197	10.4133	11.2532	5.847	4.02341	3.35993	3.98253	4.94311	5.98902	4.9753
SMED30000480	0.0162582	0	0	0	0	0.0330656	0.0128554	0	0	0.040384
SMED30000481	6.27295	5.00096	5.19714	1.73516	1.0269	1.2911	1.19945	1.41236	0.982129	1.44344
SMED30000482	42.9255	46.1375	36.9631	36.6471	40.898	42.3712	36.1791	41.6915	38.6138	46.0786
